AccountAgeDays,TotalOrders,OrdersLast24h,OrdersLast7d,CancelledOrders,CancelRate,CurrentOrderValue,AvgOrderValue,IsCod,CodOrderCount,PhoneUsedCount,AddressUsedCount,ItemCount,TotalQuantity,StatusChangeCount,CancelledOrdersLast24h,CancelRateLast24h,CancelledOrdersLast7d,CancelRateLast7d,IsVip,CompletedOrderCount,CompletionRate,IsRisk
304,31,0,4,0,0.0,510000,410000,1,15,1,1,2,4,2,0,0.0,0,0.0,1,31,1.0,False
3,4,1,3,1,0.25,1680000,330000,1,0,1,1,8,11,1,1,1.0,1,0.333,1,3,0.75,True
64,4,1,4,2,0.5,1110000,390000,1,2,1,1,4,9,1,0,0.0,1,0.25,0,2,0.5,True
208,32,1,2,0,0.0,630000,530000,1,5,1,1,5,6,0,0,0.0,0,0.0,1,32,1.0,False
254,22,0,1,0,0.0,790000,280000,1,7,1,1,3,3,1,0,0.0,0,0.0,1,22,1.0,False
140,22,0,7,16,0.727,530000,370000,1,12,1,1,4,5,6,0,0.0,4,0.571,1,6,0.273,True
26,29,1,5,3,0.103,460000,550000,1,18,1,1,5,6,1,0,0.0,0,0.0,1,26,0.897,False
395,23,0,1,0,0.0,900000,380000,0,2,1,1,3,5,2,0,0.0,0,0.0,0,23,1.0,False
302,21,0,1,0,0.0,850000,610000,1,7,1,1,4,7,0,0,0.0,0,0.0,0,21,1.0,False
6,2,1,2,0,0.0,4720000,1340000,0,0,1,1,12,12,0,0,0.0,0,0.0,1,2,1.0,True
158,5,1,3,0,0.0,680000,340000,1,4,1,1,4,5,6,0,0.0,0,0.0,0,5,1.0,True
154,19,1,5,0,0.0,730000,230000,0,2,1,1,1,5,0,0,0.0,0,0.0,1,19,1.0,False
4,3,1,3,1,0.333,1900000,780000,0,1,1,1,13,15,1,1,1.0,1,0.333,1,2,0.667,True
144,40,0,0,2,0.05,320000,280000,1,23,1,1,2,2,1,0,0.0,0,0.0,0,38,0.95,False
53,3,0,2,1,0.333,1160000,320000,1,2,1,2,4,10,1,0,0.0,1,0.5,1,2,0.667,True
66,11,0,0,1,0.091,540000,430000,0,3,1,1,1,1,1,0,0.0,0,0.0,1,10,0.909,False
379,19,0,0,0,0.0,100000,460000,0,4,1,1,2,3,2,0,0.0,0,0.0,1,19,1.0,False
377,26,1,3,2,0.077,500000,610000,1,18,1,1,5,5,2,0,0.0,0,0.0,1,24,0.923,False
303,33,0,2,1,0.03,130000,170000,1,3,1,1,3,3,2,0,0.0,0,0.0,1,32,0.97,False
24,17,1,9,2,0.118,440000,250000,1,15,1,1,6,10,0,0,0.0,0,0.0,0,15,0.882,False
4,2,2,2,0,0.0,1650000,450000,0,0,1,1,7,12,1,0,0.0,0,0.0,0,2,1.0,True
5,12,3,10,0,0.0,810000,420000,1,2,1,1,4,8,2,0,0.0,0,0.0,1,12,1.0,True
376,21,0,4,0,0.0,830000,560000,1,18,1,1,3,3,0,0,0.0,0,0.0,0,21,1.0,False
107,8,0,6,2,0.25,330000,550000,1,4,1,1,7,12,4,0,0.0,1,0.167,0,6,0.75,True
133,4,1,1,0,0.0,510000,510000,1,0,1,1,5,7,2,0,0.0,0,0.0,0,4,1.0,False
482,39,1,1,2,0.051,550000,170000,1,25,1,1,4,4,1,0,0.0,0,0.0,1,37,0.949,False
69,9,0,5,4,0.444,810000,580000,1,7,1,1,3,8,3,0,0.0,2,0.4,1,5,0.556,True
11,12,0,6,1,0.083,1400000,530000,1,9,1,1,3,4,0,0,0.0,1,0.167,1,11,0.917,False
7,3,2,3,0,0.0,4790000,2310000,1,1,1,1,7,8,0,0,0.0,0,0.0,1,3,1.0,True
52,15,0,2,0,0.0,530000,460000,1,5,1,1,1,1,1,0,0.0,0,0.0,1,15,1.0,False
156,18,1,4,4,0.222,830000,250000,1,15,1,1,5,5,6,0,0.0,0,0.0,0,14,0.778,True
27,27,1,5,2,0.074,960000,370000,1,17,1,1,3,3,1,0,0.0,1,0.2,0,25,0.926,False
6,6,4,6,0,0.0,620000,420000,1,0,1,1,4,10,2,0,0.0,0,0.0,0,6,1.0,True
365,6,1,2,0,0.0,890000,490000,1,3,1,1,1,1,0,0,0.0,0,0.0,1,6,1.0,False
293,22,0,5,2,0.091,840000,600000,0,1,1,1,3,3,1,0,0.0,1,0.2,1,20,0.909,False
200,25,0,2,0,0.0,130000,240000,1,21,1,1,1,4,0,0,0.0,0,0.0,1,25,1.0,False
3,2,2,2,0,0.0,4580000,1530000,1,2,1,1,8,17,0,0,0.0,0,0.0,1,2,1.0,True
27,27,0,11,3,0.111,1160000,460000,1,22,1,1,2,3,2,0,0.0,1,0.091,0,24,0.889,False
137,11,0,2,1,0.091,810000,470000,0,3,1,1,4,4,1,0,0.0,0,0.0,1,10,0.909,False
19,8,0,8,0,0.0,1040000,510000,1,7,1,1,4,9,0,0,0.0,0,0.0,1,8,1.0,False
1,2,1,2,0,0.0,3570000,1420000,0,0,1,1,6,7,0,0,0.0,0,0.0,1,2,1.0,True
7,1,1,1,0,0.0,4150000,4150000,0,0,1,1,4,7,1,0,0.0,0,0.0,0,1,1.0,True
32,20,1,3,4,0.2,490000,310000,0,2,1,1,4,10,4,0,0.0,1,0.333,0,16,0.8,True
22,6,1,5,5,0.833,1500000,550000,1,2,1,1,3,4,6,0,0.0,4,0.8,1,1,0.167,True
2,4,2,4,1,0.25,2410000,1680000,0,1,1,1,12,37,1,1,0.5,1,0.25,1,3,0.75,True
56,1,0,1,0,0.0,1550000,590000,1,1,4,1,2,10,2,0,0.0,0,0.0,1,1,1.0,True
291,23,0,2,0,0.0,410000,620000,0,0,1,1,3,3,2,0,0.0,0,0.0,0,23,1.0,False
293,12,0,4,1,0.083,310000,460000,1,6,1,1,2,2,1,0,0.0,0,0.0,1,11,0.917,False
99,7,1,3,1,0.143,1830000,350000,1,0,1,1,6,11,2,1,1.0,1,0.333,0,6,0.857,True
481,1,1,1,0,0.0,500000,450000,1,0,1,1,3,3,2,0,0.0,0,0.0,1,1,1.0,False
3,3,2,2,1,0.333,1520000,390000,0,0,1,1,3,14,1,0,0.0,1,0.5,1,2,0.667,True
316,23,0,5,1,0.043,250000,330000,0,6,1,1,3,5,1,0,0.0,1,0.2,1,22,0.957,False
317,21,1,1,1,0.048,880000,560000,1,14,1,1,4,5,2,0,0.0,0,0.0,1,20,0.952,False
11,22,0,10,2,0.091,420000,400000,1,16,1,1,6,7,0,0,0.0,2,0.2,1,20,0.909,False
4,3,1,3,0,0.0,3510000,1980000,1,2,1,1,7,8,1,0,0.0,0,0.0,1,3,1.0,True
15,14,0,6,1,0.071,1350000,480000,1,9,1,1,2,3,1,0,0.0,1,0.167,1,13,0.929,False
5,2,2,2,0,0.0,4760000,1620000,1,0,1,1,9,20,1,0,0.0,0,0.0,1,2,1.0,True
19,21,0,9,3,0.143,920000,360000,1,13,1,1,3,7,2,0,0.0,2,0.222,1,18,0.857,False
71,19,0,6,3,0.158,760000,330000,1,5,1,1,6,7,5,0,0.0,3,0.5,1,16,0.842,True
39,4,1,4,0,0.0,2440000,430000,1,2,1,1,5,10,2,0,0.0,0,0.0,0,4,1.0,True
192,16,0,5,1,0.062,570000,150000,1,6,1,1,3,3,0,0,0.0,0,0.0,1,15,0.938,False
6,3,2,2,0,0.0,1340000,620000,0,0,1,1,4,12,0,0,0.0,0,0.0,1,3,1.0,True
95,11,1,3,1,0.091,980000,290000,1,11,1,1,2,3,6,0,0.0,1,0.333,0,10,0.909,True
17,29,1,9,2,0.069,1240000,360000,1,20,1,1,3,5,1,0,0.0,0,0.0,1,27,0.931,False
175,18,0,1,1,0.056,590000,470000,1,5,1,1,2,2,2,0,0.0,0,0.0,1,17,0.944,False
197,20,0,0,0,0.0,290000,300000,0,2,1,1,2,7,2,0,0.0,0,0.0,1,20,1.0,False
294,29,0,1,2,0.069,770000,610000,1,14,1,1,1,2,1,0,0.0,0,0.0,1,27,0.931,False
352,6,0,3,0,0.0,650000,400000,1,6,1,1,3,4,2,0,0.0,0,0.0,0,6,1.0,False
35,9,0,5,2,0.222,1140000,550000,1,2,1,1,4,5,6,0,0.0,2,0.4,0,7,0.778,True
14,2,0,2,0,0.0,830000,250000,1,2,5,1,3,7,2,0,0.0,0,0.0,1,2,1.0,True
270,24,1,1,0,0.0,810000,490000,1,23,1,1,1,1,0,0,0.0,0,0.0,0,24,1.0,False
144,15,0,10,13,0.867,1250000,680000,1,11,1,1,7,14,6,0,0.0,7,0.7,1,2,0.133,True
32,14,0,6,0,0.0,530000,290000,1,9,1,1,5,5,0,0,0.0,0,0.0,0,14,1.0,False
22,4,1,3,0,0.0,620000,260000,0,1,1,6,2,3,0,0,0.0,0,0.0,1,4,1.0,True
35,5,0,2,1,0.2,1470000,400000,1,3,3,1,1,2,0,0,0.0,0,0.0,0,4,0.8,True
25,23,0,6,1,0.043,470000,370000,1,16,1,1,5,8,0,0,0.0,1,0.167,1,22,0.957,False
4,3,2,3,1,0.333,1630000,380000,1,3,1,1,3,6,0,0,0.0,1,0.333,1,2,0.667,True
190,22,0,2,0,0.0,180000,640000,0,5,1,1,4,4,2,0,0.0,0,0.0,1,22,1.0,False
91,10,0,6,0,0.0,1120000,370000,1,5,1,1,5,7,6,0,0.0,0,0.0,0,10,1.0,True
411,1,1,1,0,0.0,830000,260000,1,1,1,1,3,5,0,0,0.0,0,0.0,0,1,1.0,False
2,1,1,1,0,0.0,4780000,4780000,1,1,1,1,9,11,1,0,0.0,0,0.0,1,1,1.0,True
112,6,1,6,5,0.833,1050000,260000,1,0,1,1,4,11,6,0,0.0,4,0.667,1,1,0.167,True
32,7,0,4,0,0.0,320000,590000,1,7,1,1,5,12,4,0,0.0,0,0.0,0,7,1.0,True
386,38,0,0,0,0.0,480000,340000,1,33,1,1,1,7,2,0,0.0,0,0.0,0,38,1.0,False
4,7,3,3,1,0.143,1350000,320000,1,5,1,1,6,6,3,0,0.0,0,0.0,1,6,0.857,True
36,9,0,7,4,0.444,410000,470000,1,5,1,1,2,4,2,0,0.0,2,0.286,0,5,0.556,True
226,13,0,3,0,0.0,500000,620000,1,11,1,1,4,4,1,0,0.0,0,0.0,1,13,1.0,False
49,6,0,1,1,0.167,380000,480000,1,3,6,1,6,9,2,0,0.0,0,0.0,0,5,0.833,True
12,29,0,9,4,0.138,1290000,300000,1,25,1,1,2,3,2,0,0.0,3,0.333,1,25,0.862,False
305,27,0,0,0,0.0,370000,440000,1,21,1,1,3,4,0,0,0.0,0,0.0,1,27,1.0,False
30,20,1,8,17,0.85,1750000,470000,0,2,1,1,3,6,2,1,1.0,4,0.5,1,3,0.15,True
389,19,0,0,0,0.0,640000,390000,0,5,1,1,1,2,0,0,0.0,0,0.0,0,19,1.0,False
72,30,0,2,1,0.033,150000,150000,1,21,1,1,5,5,2,0,0.0,0,0.0,1,29,0.967,False
28,19,1,12,3,0.158,340000,490000,1,14,1,1,4,7,2,0,0.0,1,0.083,1,16,0.842,False
3,5,1,2,1,0.2,1240000,430000,1,2,1,1,6,10,0,1,1.0,1,0.5,1,4,0.8,True
9,5,2,2,0,0.0,1350000,510000,0,0,1,1,5,7,2,0,0.0,0,0.0,0,5,1.0,True
7,11,4,10,0,0.0,390000,600000,1,5,1,1,5,5,1,0,0.0,0,0.0,1,11,1.0,True
331,16,0,3,0,0.0,100000,200000,1,1,1,1,5,7,2,0,0.0,0,0.0,1,16,1.0,False
13,13,1,6,5,0.385,1190000,530000,1,9,1,1,2,8,2,0,0.0,2,0.333,0,8,0.615,True
351,30,1,2,0,0.0,200000,430000,1,21,1,1,3,3,0,0,0.0,0,0.0,1,30,1.0,False
57,9,0,6,7,0.778,900000,390000,1,7,1,1,4,8,6,0,0.0,3,0.5,1,2,0.222,True
188,24,0,1,0,0.0,200000,340000,0,1,1,1,2,2,2,0,0.0,0,0.0,1,24,1.0,False
4,3,1,3,0,0.0,2470000,1150000,1,0,1,1,9,23,2,0,0.0,0,0.0,1,3,1.0,True
67,8,0,3,1,0.125,1690000,370000,1,5,1,1,6,15,2,0,0.0,0,0.0,0,7,0.875,True
24,21,1,5,0,0.0,670000,520000,1,16,1,1,3,6,0,0,0.0,0,0.0,1,21,1.0,False
21,3,1,1,0,0.0,390000,560000,1,3,6,1,2,4,0,0,0.0,0,0.0,0,3,1.0,True
45,9,0,5,1,0.111,770000,300000,1,5,1,1,6,8,0,0,0.0,0,0.0,1,8,0.889,False
101,11,0,3,1,0.091,390000,340000,0,0,1,1,7,7,6,0,0.0,1,0.333,1,10,0.909,True
38,12,0,0,0,0.0,860000,500000,0,1,1,1,5,7,2,0,0.0,0,0.0,1,12,1.0,False
20,10,1,6,3,0.3,1120000,360000,1,5,1,1,4,9,1,0,0.0,1,0.167,0,7,0.7,True
292,15,0,4,0,0.0,140000,560000,1,2,1,1,2,4,2,0,0.0,0,0.0,1,15,1.0,False
41,8,0,5,0,0.0,1140000,340000,1,5,1,1,4,17,1,0,0.0,0,0.0,0,8,1.0,True
309,10,0,2,0,0.0,630000,210000,1,3,1,1,3,8,1,0,0.0,0,0.0,1,10,1.0,False
146,29,0,2,2,0.069,140000,560000,1,22,1,1,5,5,0,0,0.0,0,0.0,1,27,0.931,False
277,29,0,0,0,0.0,510000,580000,1,4,1,1,4,4,0,0,0.0,0,0.0,1,29,1.0,False
25,15,1,6,7,0.467,460000,280000,1,3,1,1,3,9,2,1,1.0,1,0.167,0,8,0.533,True
33,23,0,12,2,0.087,930000,350000,1,20,1,1,2,3,0,0,0.0,1,0.083,0,21,0.913,False
405,31,0,5,1,0.032,430000,420000,1,30,1,1,2,2,2,0,0.0,1,0.2,1,30,0.968,False
175,26,0,1,0,0.0,560000,200000,1,17,1,1,1,1,1,0,0.0,0,0.0,1,26,1.0,False
244,19,1,1,2,0.105,790000,380000,0,4,1,1,3,3,0,0,0.0,0,0.0,0,17,0.895,False
63,7,1,5,2,0.286,990000,540000,0,2,1,2,6,7,0,0,0.0,1,0.2,0,5,0.714,True
87,10,1,3,2,0.2,1180000,440000,1,6,1,1,2,3,6,0,0.0,0,0.0,0,8,0.8,True
248,3,0,0,0,0.0,360000,460000,0,0,1,1,1,3,2,0,0.0,0,0.0,1,3,1.0,False
32,26,0,8,4,0.154,600000,450000,1,26,1,1,2,5,2,0,0.0,0,0.0,1,22,0.846,False
24,20,0,11,3,0.15,1000000,430000,1,13,1,1,5,7,0,0,0.0,1,0.091,1,17,0.85,False
29,9,0,5,1,0.111,2480000,480000,1,6,1,1,7,12,0,0,0.0,0,0.0,0,8,0.889,True
22,23,0,12,2,0.087,1320000,430000,1,17,1,1,6,8,0,0,0.0,1,0.083,1,21,0.913,False
56,4,1,4,1,0.25,1490000,270000,1,2,1,1,6,17,0,1,1.0,1,0.25,1,3,0.75,True
1,11,4,4,0,0.0,870000,570000,1,11,1,1,7,10,1,0,0.0,0,0.0,1,11,1.0,True
93,38,0,1,3,0.079,790000,190000,1,5,1,1,5,7,0,0,0.0,0,0.0,1,35,0.921,False
88,31,0,1,3,0.097,770000,360000,1,27,1,1,4,5,0,0,0.0,0,0.0,0,28,0.903,False
4,1,1,1,0,0.0,4240000,4240000,1,1,1,1,3,6,0,0,0.0,0,0.0,1,1,1.0,True
18,28,0,9,4,0.143,1340000,370000,1,27,1,1,4,5,0,0,0.0,1,0.111,1,24,0.857,False
5,3,1,3,0,0.0,3120000,2470000,1,0,1,1,4,14,1,0,0.0,0,0.0,1,3,1.0,True
34,24,0,1,0,0.0,720000,350000,1,10,1,1,3,8,1,0,0.0,0,0.0,1,24,1.0,False
155,32,0,3,1,0.031,760000,160000,0,10,1,1,1,1,1,0,0.0,0,0.0,1,31,0.969,False
44,10,1,10,0,0.0,1440000,460000,1,6,1,1,3,5,0,0,0.0,0,0.0,1,10,1.0,False
4,2,1,1,0,0.0,830000,320000,1,2,1,1,6,12,1,0,0.0,0,0.0,1,2,1.0,True
22,25,0,12,3,0.12,1250000,420000,1,18,1,1,6,6,0,0,0.0,3,0.25,1,22,0.88,False
45,21,1,4,1,0.048,1230000,480000,1,13,1,1,3,5,2,0,0.0,0,0.0,1,20,0.952,False
9,11,0,9,2,0.182,1140000,360000,1,10,1,1,5,9,2,0,0.0,0,0.0,1,9,0.818,False
39,16,0,6,1,0.062,380000,310000,1,10,1,1,5,7,0,0,0.0,0,0.0,0,15,0.938,False
3,3,1,3,0,0.0,4810000,1480000,0,1,1,1,6,6,0,0,0.0,0,0.0,1,3,1.0,True
16,12,0,1,2,0.167,2290000,500000,1,9,1,1,7,12,1,0,0.0,0,0.0,1,10,0.833,True
13,27,0,9,4,0.148,560000,540000,1,18,1,1,6,6,1,0,0.0,0,0.0,1,23,0.852,False
50,19,0,2,2,0.105,1130000,570000,0,2,1,1,2,3,5,0,0.0,0,0.0,0,17,0.895,True
42,27,0,8,3,0.111,440000,360000,1,20,1,1,5,7,0,0,0.0,0,0.0,1,24,0.889,False
77,4,1,4,2,0.5,400000,400000,1,0,1,1,5,7,1,1,1.0,1,0.25,1,2,0.5,True
70,23,2,8,16,0.696,1550000,400000,1,16,1,1,2,6,6,2,1.0,7,0.875,1,7,0.304,True
239,35,1,2,0,0.0,290000,570000,1,10,1,1,4,5,1,0,0.0,0,0.0,1,35,1.0,False
48,6,0,3,0,0.0,690000,550000,0,0,2,1,3,7,0,0,0.0,0,0.0,0,6,1.0,True
8,3,1,2,1,0.333,1570000,780000,1,3,1,1,5,8,1,0,0.0,1,0.5,1,2,0.667,True
18,17,0,8,1,0.059,1440000,500000,1,11,1,1,2,8,0,0,0.0,1,0.125,1,16,0.941,False
51,7,1,5,1,0.143,640000,460000,1,2,1,2,6,10,1,0,0.0,0,0.0,0,6,0.857,True
72,8,0,2,0,0.0,450000,420000,1,7,1,2,2,8,1,0,0.0,0,0.0,0,8,1.0,True
23,12,5,8,0,0.0,1480000,270000,1,9,1,1,5,5,1,0,0.0,0,0.0,0,12,1.0,True
29,14,0,5,0,0.0,800000,370000,1,8,1,1,3,4,0,0,0.0,0,0.0,0,14,1.0,False
45,8,0,1,0,0.0,400000,470000,1,8,1,1,4,4,1,0,0.0,0,0.0,1,8,1.0,False
214,33,0,1,0,0.0,180000,290000,1,13,1,1,3,4,1,0,0.0,0,0.0,1,33,1.0,False
34,10,1,9,1,0.1,890000,410000,1,6,1,1,3,6,2,0,0.0,1,0.111,1,9,0.9,False
7,12,0,9,2,0.167,660000,260000,1,10,1,1,3,6,0,0,0.0,1,0.111,1,10,0.833,False
152,37,0,1,1,0.027,350000,410000,0,8,1,1,5,5,2,0,0.0,0,0.0,1,36,0.973,False
4,4,2,4,0,0.0,2480000,1070000,1,3,1,1,15,33,1,0,0.0,0,0.0,0,4,1.0,True
89,24,2,7,14,0.583,1460000,330000,1,9,1,1,2,4,6,1,0.5,5,0.714,1,10,0.417,True
3,4,1,4,0,0.0,1000000,510000,1,0,1,1,6,9,0,0,0.0,0,0.0,1,4,1.0,True
41,20,0,10,4,0.2,990000,360000,1,17,1,1,6,9,2,0,0.0,3,0.3,1,16,0.8,False
12,15,0,11,1,0.067,640000,390000,1,9,1,1,3,4,1,0,0.0,1,0.091,1,14,0.933,False
14,7,3,4,1,0.143,810000,380000,1,7,1,1,7,9,0,0,0.0,0,0.0,1,6,0.857,True
3,3,2,3,1,0.333,3480000,1730000,1,2,1,1,13,39,2,1,0.5,1,0.333,1,2,0.667,True
23,17,0,6,2,0.118,1420000,290000,1,11,1,1,2,3,2,0,0.0,2,0.333,1,15,0.882,False
234,4,0,1,0,0.0,720000,270000,0,1,1,1,1,2,0,0,0.0,0,0.0,0,4,1.0,False
173,35,0,0,1,0.029,800000,640000,1,16,1,1,1,1,2,0,0.0,0,0.0,0,34,0.971,False
156,14,0,7,12,0.857,670000,350000,1,14,1,1,3,15,4,0,0.0,5,0.714,1,2,0.143,True
50,4,1,2,1,0.25,540000,480000,1,3,2,1,4,7,2,0,0.0,0,0.0,0,3,0.75,True
25,25,1,12,4,0.16,760000,350000,1,20,1,1,6,10,0,0,0.0,4,0.333,1,21,0.84,False
216,34,0,0,0,0.0,350000,630000,1,30,1,1,3,3,0,0,0.0,0,0.0,1,34,1.0,False
30,11,4,7,4,0.364,660000,320000,1,8,1,1,2,3,3,1,0.25,4,0.571,0,7,0.636,True
359,17,0,0,0,0.0,340000,330000,0,0,1,1,5,8,0,0,0.0,0,0.0,0,17,1.0,False
4,4,3,4,0,0.0,1150000,290000,1,0,1,1,3,9,3,0,0.0,0,0.0,1,4,1.0,True
2,2,1,2,1,0.5,1740000,650000,1,1,1,1,17,21,0,1,1.0,1,0.5,1,1,0.5,True
425,24,1,2,0,0.0,270000,300000,1,13,1,1,1,1,0,0,0.0,0,0.0,0,24,1.0,False
8,4,4,4,1,0.25,560000,580000,1,1,1,1,7,9,3,0,0.0,0,0.0,1,3,0.75,True
6,3,1,2,1,0.333,1810000,350000,1,2,1,1,3,8,1,1,1.0,1,0.5,1,2,0.667,True
44,23,0,6,1,0.043,1370000,480000,1,14,1,1,5,5,1,0,0.0,0,0.0,1,22,0.957,False
236,16,0,1,2,0.125,100000,620000,0,2,1,1,2,2,1,0,0.0,0,0.0,0,14,0.875,False
19,19,0,10,4,0.211,770000,480000,1,16,1,1,6,7,0,0,0.0,3,0.3,1,15,0.789,False
19,5,4,5,2,0.4,300000,550000,1,3,1,1,2,3,3,2,0.5,2,0.4,0,3,0.6,True
23,7,1,2,0,0.0,470000,270000,0,2,1,1,3,11,6,0,0.0,0,0.0,0,7,1.0,True
8,5,2,4,0,0.0,1020000,800000,0,0,1,1,5,6,1,0,0.0,0,0.0,1,5,1.0,True
127,14,0,3,2,0.143,800000,390000,0,0,1,1,2,3,4,0,0.0,1,0.333,0,12,0.857,True
25,13,0,6,1,0.077,960000,400000,1,10,1,1,3,5,2,0,0.0,0,0.0,0,12,0.923,False
37,14,1,12,2,0.143,570000,540000,1,11,1,1,2,2,1,0,0.0,0,0.0,1,12,0.857,False
263,7,0,1,0,0.0,650000,430000,1,0,1,1,4,5,0,0,0.0,0,0.0,0,7,1.0,False
30,20,0,3,0,0.0,240000,500000,0,6,1,1,1,7,0,0,0.0,0,0.0,1,20,1.0,False
386,33,0,4,1,0.03,170000,550000,0,0,1,1,5,5,0,0,0.0,1,0.25,1,32,0.97,False
37,7,1,5,1,0.143,1030000,290000,1,6,2,2,6,6,0,1,1.0,1,0.2,0,6,0.857,True
2,1,1,1,1,1.0,3380000,1360000,1,1,1,1,11,30,2,1,1.0,1,1.0,1,0,0.0,True
400,21,1,2,1,0.048,440000,340000,1,8,1,1,3,3,0,0,0.0,0,0.0,1,20,0.952,False
27,21,1,6,2,0.095,1130000,420000,1,18,1,1,4,5,2,0,0.0,1,0.167,0,19,0.905,False
25,7,1,2,1,0.143,1130000,470000,1,6,2,1,4,4,1,0,0.0,0,0.0,0,6,0.857,True
151,3,1,1,0,0.0,730000,600000,1,1,1,1,5,5,1,0,0.0,0,0.0,1,3,1.0,False
8,11,4,9,4,0.364,890000,260000,1,0,1,1,6,10,3,0,0.0,3,0.333,0,7,0.636,True
34,4,0,3,0,0.0,1830000,490000,0,0,1,1,4,9,2,0,0.0,0,0.0,0,4,1.0,True
36,14,0,8,1,0.071,860000,530000,1,11,1,1,5,7,2,0,0.0,0,0.0,1,13,0.929,False
18,26,0,8,2,0.077,660000,320000,1,25,1,1,3,3,2,0,0.0,2,0.25,1,24,0.923,False
56,40,1,3,5,0.125,170000,340000,0,8,1,1,5,7,2,0,0.0,0,0.0,0,35,0.875,False
354,6,0,0,0,0.0,140000,460000,1,2,1,1,4,5,2,0,0.0,0,0.0,1,6,1.0,False
4,5,2,2,1,0.2,1670000,750000,1,4,1,1,8,14,2,0,0.0,1,0.5,1,4,0.8,True
63,5,1,4,2,0.4,610000,520000,1,2,1,1,3,4,3,1,1.0,1,0.25,0,3,0.6,True
12,17,0,12,2,0.118,490000,520000,1,16,1,1,4,10,0,0,0.0,0,0.0,1,15,0.882,False
120,14,1,1,1,0.071,660000,320000,0,4,1,1,4,5,1,0,0.0,0,0.0,1,13,0.929,False
90,2,0,2,1,0.5,940000,250000,1,2,2,1,3,7,2,0,0.0,0,0.0,1,1,0.5,True
41,12,1,3,1,0.083,550000,320000,1,6,1,1,3,6,2,0,0.0,0,0.0,0,11,0.917,False
187,33,0,2,0,0.0,110000,390000,1,26,1,1,2,2,2,0,0.0,0,0.0,1,33,1.0,False
65,5,0,2,1,0.2,1150000,330000,1,1,1,2,6,9,2,0,0.0,0,0.0,0,4,0.8,True
164,14,0,0,0,0.0,520000,240000,0,4,1,1,5,9,2,0,0.0,0,0.0,1,14,1.0,False
7,1,1,1,0,0.0,4110000,4110000,1,1,1,1,12,18,1,0,0.0,0,0.0,1,1,1.0,True
20,7,0,3,2,0.286,860000,440000,1,7,2,1,3,8,1,0,0.0,2,0.667,1,5,0.714,True
19,18,0,10,2,0.111,950000,370000,1,13,1,1,4,5,2,0,0.0,0,0.0,1,16,0.889,False
3,2,1,2,0,0.0,3270000,1840000,1,0,1,1,12,13,0,0,0.0,0,0.0,1,2,1.0,True
126,21,1,3,0,0.0,710000,370000,1,17,1,1,3,8,2,0,0.0,0,0.0,1,21,1.0,False
36,27,0,12,2,0.074,280000,480000,1,18,1,1,2,2,2,0,0.0,2,0.167,1,25,0.926,False
37,8,0,4,1,0.125,1020000,330000,1,3,1,2,6,6,1,0,0.0,0,0.0,0,7,0.875,True
8,3,2,2,1,0.333,1280000,490000,1,1,1,1,5,13,0,0,0.0,1,0.5,1,2,0.667,True
26,13,0,8,1,0.077,350000,370000,1,13,1,1,2,2,0,0,0.0,0,0.0,1,12,0.923,False
290,12,1,2,0,0.0,450000,440000,0,0,1,1,3,6,0,0,0.0,0,0.0,1,12,1.0,False
31,14,0,4,3,0.214,370000,580000,1,11,1,1,5,7,5,0,0.0,0,0.0,0,11,0.786,True
158,24,1,1,0,0.0,510000,310000,0,3,1,1,5,6,1,0,0.0,0,0.0,1,24,1.0,False
42,19,0,0,1,0.053,750000,340000,1,17,1,1,5,5,0,0,0.0,0,0.0,1,18,0.947,False
5,2,1,1,1,0.5,1390000,380000,0,0,1,1,6,7,0,0,0.0,1,1.0,1,1,0.5,True
12,2,1,2,0,0.0,930000,340000,1,0,2,1,2,10,0,0,0.0,0,0.0,1,2,1.0,True
482,10,0,3,0,0.0,440000,300000,1,8,1,1,2,5,1,0,0.0,0,0.0,1,10,1.0,False
6,3,1,3,0,0.0,1170000,310000,1,1,1,3,1,10,0,0,0.0,0,0.0,1,3,1.0,True
45,19,0,8,2,0.105,610000,370000,1,14,1,1,5,12,2,0,0.0,1,0.125,0,17,0.895,False
13,19,0,10,1,0.053,1380000,390000,1,19,1,1,4,5,0,0,0.0,0,0.0,1,18,0.947,False
4,2,1,2,0,0.0,3090000,1970000,1,0,1,1,12,16,1,0,0.0,0,0.0,1,2,1.0,True
10,5,2,2,0,0.0,880000,710000,1,5,1,1,4,13,0,0,0.0,0,0.0,0,5,1.0,True
95,8,0,2,0,0.0,210000,580000,1,8,1,1,1,1,1,0,0.0,0,0.0,0,8,1.0,False
15,5,0,5,2,0.4,540000,290000,1,2,1,1,4,6,2,0,0.0,2,0.4,1,3,0.6,True
388,18,0,1,0,0.0,370000,210000,1,11,1,1,1,1,1,0,0.0,0,0.0,1,18,1.0,False
48,6,1,2,1,0.167,940000,300000,1,1,1,2,3,10,1,0,0.0,1,0.5,0,5,0.833,True
116,18,0,9,14,0.778,560000,480000,1,12,1,1,8,11,4,0,0.0,5,0.556,1,4,0.222,True
4,3,2,3,0,0.0,4400000,1050000,1,1,1,1,12,19,1,0,0.0,0,0.0,1,3,1.0,True
40,8,1,4,0,0.0,310000,490000,1,8,1,1,5,5,0,0,0.0,0,0.0,0,8,1.0,False
